"Package","LibPath","Version","Priority","Depends","Imports","LinkingTo","Suggests","Enhances","License","License_is_FOSS","License_restricts_use","OS_type","MD5sum","NeedsCompilation","Built"
"gt","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","0.9.0",NA,"R (>= 3.2.0)","base64enc (>= 0.1-3), bigD (>= 0.2), bitops (>= 1.0-7), cli
(>= 3.6.0), commonmark (>= 1.8.1), dplyr (>= 1.1.0), fs (>=
1.6.1), glue (>= 1.6.2), htmltools (>= 0.5.4), htmlwidgets (>=
1.6.1), juicyjuice (>= 0.1.0), magrittr (>= 2.0.2), markdown
(>= 1.5), reactable (>= 0.4.3), rlang (>= 1.0.2), sass (>=
0.4.5), scales (>= 1.2.1), tibble (>= 3.1.8), tidyselect (>=
1.2.0), xml2 (>= 1.3.3)",NA,"covr, digest (>= 0.6.31), ggplot2, knitr, lubridate,
paletteer, RColorBrewer, rmarkdown (>= 2.20), rvest, shiny (>=
1.7.4), testthat (>= 3.1.6), tidyr, webshot2 (>= 0.1.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.1"
"gtable","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","0.3.4",NA,"R (>= 3.5)","cli, glue, grid, lifecycle, rlang (>= 1.1.0)",NA,"covr, ggplot2, knitr, profvis, rmarkdown, testthat (>= 3.0.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.1"
"gtools","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","3.9.4",NA,"methods, stats, utils",NA,NA,"car, gplots, knitr, rstudioapi, SGP, taxize",NA,"GPL-2",NA,NA,NA,NA,"yes","4.3.1"
"gtsummary","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","1.7.2",NA,"R (>= 3.4)","broom (>= 1.0.1), broom.helpers (>= 1.13.0), cli (>= 3.1.1),
dplyr (>= 1.1.1), forcats (>= 1.0.0), glue (>= 1.6.2), gt (>=
0.9.0), knitr (>= 1.37), lifecycle (>= 1.0.1), purrr (>=
1.0.1), rlang (>= 1.0.3), stringr (>= 1.4.0), tibble (>=
3.2.1), tidyr (>= 1.1.4), vctrs (>= 0.5.2)",NA,"aod (>= 1.3.1), broom.mixed (>= 0.2.9), car (>= 3.0-11),
cmprsk, covr, effectsize (>= 0.6.0), emmeans (>= 1.7.3),
flextable (>= 0.8.1), geepack, ggstats (>= 0.2.1), Hmisc,
huxtable (>= 5.4.0), insight (>= 0.15.0), kableExtra (>=
1.3.4), lme4, mgcv, mice (>= 3.10.0), nnet, officer, openxlsx,
parameters (>= 0.20.2), parsnip (>= 0.1.7), rmarkdown, sandwich
(>= 3.0.1), scales, smd (>= 0.6.6), spelling (>= 2.2), survey,
survival (>= 3.2-11), testthat (>= 3.0.4), tidycmprsk (>=
0.1.2), workflows (>= 0.2.4)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.1"
"hardhat","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","1.3.0",NA,"R (>= 3.5.0)","cli (>= 3.6.0), glue (>= 1.6.2), rlang (>= 1.1.0), tibble (>=
3.2.1), vctrs (>= 0.6.0)",NA,"covr, crayon, devtools, knitr, Matrix, modeldata (>= 0.0.2),
recipes (>= 1.0.5), rmarkdown (>= 2.3), roxygen2, testthat (>=
3.0.0), usethis (>= 2.1.5)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.1"
"haven","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","2.5.3",NA,"R (>= 3.6)","cli (>= 3.0.0), forcats (>= 0.2.0), hms, lifecycle, methods,
readr (>= 0.1.0), rlang (>= 0.4.0), tibble, tidyselect, vctrs
(>= 0.3.0)","cpp11","covr, crayon, fs, knitr, pillar (>= 1.4.0), rmarkdown,
testthat (>= 3.0.0), utf8",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.3.1"
"heatmaply","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","1.4.2",NA,"R (>= 3.0.0), plotly (>= 4.7.1), viridis","ggplot2 (>= 2.2.0), dendextend (>= 1.12.0), magrittr (>=
1.0.1), reshape2, scales, seriation, utils, stats, grDevices,
methods, colorspace, RColorBrewer, htmlwidgets, webshot,
assertthat, egg",NA,"knitr, covr, gplots, tidyselect, rmarkdown, testthat",NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"no","4.3.1"
"here","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","1.0.1",NA,NA,"rprojroot (>= 2.0.2)",NA,"conflicted, covr, fs, knitr, palmerpenguins, plyr, readr,
rlang, rmarkdown, testthat, uuid, withr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.1"
"hexbin","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","1.28.3",NA,"R (>= 2.0.1), methods","lattice, grid, graphics, grDevices, stats, utils",NA,"marray, affy, Biobase, limma, knitr",NA,"GPL-2",NA,NA,NA,NA,"yes","4.3.1"
"highcharter","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","0.9.4",NA,"R (>= 2.10)","htmlwidgets, magrittr, purrr, rlist, assertthat, zoo, dplyr
(>= 1.0.0), tibble (>= 1.1), stringr (>= 1.3.0), broom, xts,
quantmod, tidyr, htmltools, jsonlite, igraph, lubridate, yaml,
rlang (>= 0.1.1), rjson",NA,"knitr, rmarkdown, survival, ggplot2, httr, viridisLite,
shiny, MASS, gapminder, forecast, geojsonio, testthat, covr,
spelling",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.1"
"highr","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","0.10",NA,"R (>= 3.3.0)","xfun (>= 0.18)",NA,"knitr, markdown, testit",NA,"GPL",NA,NA,NA,NA,"no","4.3.1"
"Hmisc","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","5.1-0",NA,NA,"methods, ggplot2, cluster, rpart, nnet, foreign, gtable, grid,
gridExtra, data.table, htmlTable (>= 1.11.0), viridis,
htmltools, base64enc, colorspace, rmarkdown, knitr, Formula",NA,"survival, qreport, acepack, chron, rms, mice, rstudioapi,
tables, plotly (>= 4.5.6), rlang, plyr, VGAM, leaps, pcaPP,
digest, parallel, polspline, abind, kableExtra, rio, lattice,
latticeExtra, gt, sparkline, jsonlite, htmlwidgets",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.3.1"
"hms","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","1.1.3",NA,NA,"lifecycle, methods, pkgconfig, rlang (>= 1.0.2), vctrs (>=
0.3.8)",NA,"crayon, lubridate, pillar (>= 1.1.0), testthat (>= 3.0.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.1"
"hoardr","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","0.5.3",NA,NA,"R6, rappdirs, digest",NA,"testthat, knitr, rmarkdown",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.1"
"htmlTable","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","2.4.1",NA,NA,"stringr, knitr (>= 1.6), magrittr (>= 1.5), methods,
checkmate, htmlwidgets, htmltools, rstudioapi (>= 0.6)",NA,"testthat, XML, xml2, Hmisc, reshape, rmarkdown, chron,
lubridate, tibble, purrr, tidyselect, glue, rlang, tidyr (>=
0.7.2), dplyr (>= 0.7.4)",NA,"GPL (>= 3)",NA,NA,NA,NA,"no","4.3.1"
"htmltools","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","0.5.6",NA,"R (>= 2.14.1)","utils, digest, grDevices, base64enc, rlang (>= 0.4.12),
fastmap (>= 1.1.0), ellipsis",NA,"markdown, testthat, withr, Cairo, ragg, shiny","knitr","GPL (>= 2)",NA,NA,NA,NA,"yes","4.3.1"
"htmlwidgets","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","1.6.2",NA,NA,"grDevices, htmltools (>= 0.5.4), jsonlite (>= 0.9.16), yaml,
knitr (>= 1.8), rmarkdown",NA,"testthat","shiny (>= 1.1)","MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.1"
"httpcode","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","0.3.0",NA,NA,NA,NA,"testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.1"
"httpuv","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","1.6.11",NA,"R (>= 2.15.1)","Rcpp (>= 1.0.7), utils, R6, promises, later (>= 0.8.0)","Rcpp, later","testthat, callr, curl, websocket",NA,"GPL (>= 2) | file LICENSE",NA,NA,NA,NA,"yes","4.3.1"
"httr","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","1.4.7",NA,"R (>= 3.5)","curl (>= 5.0.2), jsonlite, mime, openssl (>= 0.8), R6",NA,"covr, httpuv, jpeg, knitr, png, readr, rmarkdown, testthat
(>= 0.8.0), xml2",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.1"
"httr2","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","0.2.3",NA,"R (>= 3.4)","cli (>= 3.0.0), curl, glue, magrittr, openssl, R6, rappdirs,
rlang (>= 1.0.0), withr",NA,"askpass, bench, clipr, covr, docopt, httpuv, jose, jsonlite,
knitr, purrr, rmarkdown, testthat (>= 3.0.0), tibble, webfakes,
xml2",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.1"
"hunspell","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","3.0.2",NA,"R (>= 3.0.2)","Rcpp, digest","Rcpp (>= 0.12.12)","spelling, testthat, pdftools, janeaustenr, wordcloud2, knitr,
stopwords, rmarkdown",NA,"GPL-2 | LGPL-2.1 | MPL-1.1",NA,NA,NA,NA,"yes","4.3.1"
"huxtable","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","5.5.2",NA,"R (>= 2.10)","assertthat, commonmark, fansi, generics, glue, htmltools,
memoise, R6, rlang, stats, stringi, stringr (>= 1.2.0),
tidyselect, utils, xml2",NA,"AER, bookdown, broom (>= 0.5.1), broom.mixed, covr, crayon,
devtools, dplyr (>= 0.7.0), flextable (>= 0.5.5), ftExtra (>=
0.0.2), ggplot2, httr, knitr, lme4, lmtest, nlme, nnet,
officer, openxlsx, psych, quarto, rmarkdown, sandwich, scales,
testthat, tibble, tinytex",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.1"
"ids","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","1.0.1",NA,NA,"openssl, uuid",NA,"knitr, rcorpora, rmarkdown, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.1"
"igraph","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","1.5.1",NA,"methods, R (>= 3.5.0)","cli, graphics, grDevices, lifecycle, magrittr, Matrix,
pkgconfig (>= 2.0.0), rlang, stats, utils","cpp11 (>= 0.2.0)","ape (>= 5.7-0.1), callr, decor, digest, graph, igraphdata,
knitr, rgl, rmarkdown, scales, stats4, tcltk, testthat, vdiffr,
withr",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.3.1"
"ini","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","0.3.1",NA,NA,NA,NA,"testthat",NA,"GPL-3",NA,NA,NA,NA,"no","4.3.1"
"inline","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","0.3.19",NA,NA,"methods",NA,"Rcpp (>= 0.11.0), tinytest",NA,"LGPL",NA,NA,NA,NA,"no","4.3.1"
"insight","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","0.19.3",NA,"R (>= 3.6)","methods, stats, utils",NA,"AER, afex, aod, BayesFactor, bayestestR, bbmle, bdsmatrix,
betareg, bife, biglm, blavaan, blme, boot, brms, broom, car,
carData, censReg, cgam, clubSandwich, coxme, cplm, crch, curl,
datawizard, effectsize, emmeans, epiR, estimatr, feisr, fixest,
fungible, gam, gamlss, gamlss.data, gamm4, gbm, gee, geepack,
geoR, GLMMadaptive, glmmTMB, gmnl, grDevices, gt, httr, interp,
ivreg, JM, knitr, lavaan, lavaSearch2, lfe, lme4, lmerTest,
lmtest, logistf, logitr, MASS, marginaleffects, Matrix,
mclogit, mclust, MCMCglmm, merTools, metaBMA, metadat, metafor,
metaplus, mgcv, mice, mlogit, mhurdle, mmrm, multgee,
nestedLogit, nlme, nnet, nonnest2, ordinal, parameters,
parsnip, pbkrtest, performance, plm, poorman, pscl, psych,
quantreg, rmarkdown, rms, rpart, robustbase, robustlmm,
rstanarm (>= 2.21.1), rstantools, rstudioapi, sandwich,
speedglm, splines, statmod, survey, survival, testthat,
truncreg, tweedie, TMB, VGAM",NA,"GPL-3",NA,NA,NA,NA,"no","4.3.1"
"intergraph","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","2.0-3",NA,"R (>= 2.10)","network (>= 1.4-2), igraph (>= 0.6-0), utils",NA,"rmarkdown, knitr, roxygen2, testthat, tibble",NA,"GPL-3",NA,NA,NA,NA,"no","4.3.1"
"interp","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","1.1-4",NA,"R (>= 3.5.0)","Rcpp (>= 0.12.9), deldir","Rcpp, RcppEigen","sp, Deriv, Ryacas, ggplot2, gridExtra, lattice, stringi,
stringr, scatterplot3d, MASS","RcppEigen","GPL (>= 2)",NA,NA,NA,NA,"yes","4.3.1"
"ipred","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","0.9-14",NA,"R (>= 2.10)","rpart (>= 3.1-8), MASS, survival, nnet, class, prodlim",NA,"mvtnorm, mlbench, TH.data, randomForest, party",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.3.1"
"IRdisplay","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","1.1",NA,"R (>= 3.0.1)","methods, repr",NA,"testthat, withr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.1"
"irlba","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","2.3.5.1",NA,"R (>= 3.6.2), Matrix","stats, methods","Matrix",NA,NA,"GPL-3",NA,NA,NA,NA,"yes","4.3.1"
"isdparser","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","0.4.0",NA,NA,"tibble (>= 1.2), data.table (>= 1.10.0), lubridate",NA,"testthat, rmarkdown, knitr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.1"
"isoband","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","0.2.7",NA,NA,"grid, utils",NA,"covr, ggplot2, knitr, magick, microbenchmark, rmarkdown, sf,
testthat, xml2",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.3.1"
"iterators","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","1.0.14",NA,"R (>= 2.5.0), utils",NA,NA,"RUnit, foreach",NA,"Apache License (== 2.0)",NA,NA,NA,NA,"no","4.3.1"
"joineRML","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","0.4.6",NA,"R (>= 3.6.0), nlme, survival","cobs, doParallel, foreach, generics, ggplot2, graphics, lme4
(>= 1.1-8), MASS, Matrix, mvtnorm, parallel, randtoolbox, Rcpp
(>= 0.12.7), stats, tibble, utils","Rcpp, RcppArmadillo","bindrcpp, dplyr, JM, joineR, knitr, rmarkdown, testthat",NA,"GPL-3 | file LICENSE",NA,NA,NA,NA,"yes","4.3.1"
"jomo","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","2.7-6",NA,NA,"stats, lme4, survival, MASS, ordinal, tibble",NA,"mitml",NA,"GPL-2",NA,NA,NA,NA,"yes","4.3.1"
"jpeg","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","0.1-10",NA,"R (>= 2.9.0)",NA,NA,NA,NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"yes","4.3.0"
"jqr","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","1.2.3",NA,"R (>= 3.1.2)","magrittr, lazyeval",NA,"jsonlite, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.3.1"
"jquerylib","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","0.1.4",NA,NA,"htmltools",NA,"testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.1"
"jsonify","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","1.2.2",NA,"R (>= 3.3.0)","Rcpp (>= 0.12.18)","rapidjsonr (>= 1.2.0), Rcpp","covr, testthat, knitr, rmarkdown",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.3.1"
"jsonlite","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","1.8.7",NA,"methods",NA,NA,"httr, vctrs, testthat, knitr, rmarkdown, R.rsp, sf",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.3.1"
"juicyjuice","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","0.1.0",NA,NA,"V8 (>= 4.2.0)",NA,"testthat (>= 3.0.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.1"
"JuliaCall","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","0.17.5",NA,"R (>= 3.4.0)","utils, Rcpp (>= 0.12.7), knitr (>= 1.28), rjson","Rcpp","testthat, rmarkdown, rappdirs, sass",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.3.1"
"kableExtra","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","1.3.4",NA,"R (>= 3.1.0)","knitr (>= 1.16), magrittr, stringr (>= 1.0), xml2 (>= 1.1.1),
rvest, rmarkdown (>= 1.6.0), scales, viridisLite, stats,
grDevices, htmltools, rstudioapi, glue, tools, webshot, digest,
graphics, svglite",NA,"testthat, magick, formattable, sparkline",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.1"
"katex","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","1.4.1",NA,NA,"V8",NA,"knitr, rmarkdown",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.1"
"Kendall","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","2.2.1",NA,"R (>= 2.1.0)","boot",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.3.1"
"kernlab","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","0.9-32",NA,"R (>= 2.10)","methods, stats, grDevices, graphics",NA,NA,NA,"GPL-2",NA,NA,NA,NA,"yes","4.3.0"
"KernSmooth","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","2.23-21","recommended","R (>= 2.5.0), stats",NA,NA,"MASS, carData",NA,"Unlimited",NA,NA,NA,NA,"yes","4.3.1"
"khroma","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","1.11.0",NA,"R (>= 3.5.0)","graphics, grDevices, grid, stats, utils",NA,"crayon, ggplot2, ggraph, knitr, rmarkdown, rsvg, scales,
spacesXYZ, svglite, tinysnapshot, tinytest",NA,"GPL (>= 3)",NA,NA,NA,NA,"no","4.3.1"
"knitr","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","1.43",NA,"R (>= 3.3.0)","evaluate (>= 0.15), highr, methods, tools, xfun (>= 0.39),
yaml (>= 2.1.19)",NA,"bslib, codetools, DBI (>= 0.4-1), digest, formatR, gifski,
gridSVG, htmlwidgets (>= 0.7), curl, jpeg, JuliaCall (>=
0.11.1), magick, markdown (>= 1.3), png, ragg, reticulate (>=
1.4), rgl (>= 0.95.1201), rlang, rmarkdown, sass, showtext,
styler (>= 1.2.0), targets (>= 0.6.0), testit, tibble,
tikzDevice (>= 0.10), tinytex, webshot, rstudioapi, xml2 (>=
1.2.0)",NA,"GPL",NA,NA,NA,NA,"no","4.3.1"
"ks","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","1.14.1",NA,"R (>= 2.10.0)","FNN (>= 1.1), kernlab, KernSmooth (>= 2.22), Matrix, mclust,
mgcv, multicool, mvtnorm (>= 1.0-0), plot3D, pracma",NA,"geometry, MASS, misc3d (>= 0.4-0), oz, rgl (>= 0.66)",NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"yes","4.3.1"
"labeling","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","0.4.2",NA,NA,"stats, graphics",NA,NA,NA,"MIT + file LICENSE | Unlimited",NA,NA,NA,NA,"no","4.3.0"
"labelled","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","2.12.0",NA,"R (>= 3.0)","haven (>= 2.4.1), dplyr (>= 1.0.0), lifecycle, rlang, vctrs,
stringr, tidyr",NA,"testthat, knitr, rmarkdown, questionr, snakecase, utf8, covr,
spelling","memisc","GPL (>= 3)",NA,NA,NA,NA,"no","4.3.1"
"Lahman","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","11.0-0",NA,"R (>= 3.5.0)","dplyr",NA,"lattice, ggplot2, googleVis, data.table, vcd, reshape2,
tidyr, knitr, rmarkdown, car",NA,"GPL",NA,NA,NA,NA,"no","4.3.1"
"lambda.r","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","1.2.4",NA,"R (>= 3.0.0)","formatR",NA,"testit",NA,"LGPL-3",NA,NA,NA,NA,"no","4.3.1"
"lars","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","1.3",NA,"R (>= 2.10)",NA,NA,NA,NA,"GPL-2",NA,NA,NA,NA,"yes","4.3.0"
"later","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","1.3.1",NA,NA,"Rcpp (>= 0.12.9), rlang","Rcpp","knitr, rmarkdown, testthat (>= 2.1.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.3.1"
"lattice","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","0.21-8","recommended","R (>= 4.0.0)","grid, grDevices, graphics, stats, utils",NA,"KernSmooth, MASS, latticeExtra, colorspace","chron","GPL (>= 2)",NA,NA,NA,NA,"yes","4.3.1"
"lava","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","1.7.2.1",NA,"R (>= 3.0)","future.apply, grDevices, graphics, methods, numDeriv,
progressr, stats, survival, SQUAREM, utils",NA,"KernSmooth, Matrix, Rgraphviz, data.table, ellipse, fields,
geepack, graph, knitr, bookdown, rmarkdown, igraph (>= 0.6),
lavaSearch2, lme4, mets (>= 1.1), nlme, optimx, polycor,
quantreg, rgl, R.rsp (>= 0.40), targeted (>= 0.2), testthat (>=
0.11), visNetwork, zoo",NA,"GPL-3",NA,NA,NA,NA,"no","4.3.1"
"lavaan","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","0.6-16",NA,"R(>= 3.4)","methods, stats4, stats, utils, graphics, MASS, mnormt,
pbivnorm, numDeriv, quadprog",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.3.1"
"lazyeval","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","0.2.2",NA,"R (>= 3.1.0)",NA,NA,"knitr, rmarkdown (>= 0.2.65), testthat, covr",NA,"GPL-3",NA,NA,NA,NA,"yes","4.3.1"
"leaps","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","3.1",NA,"",NA,NA,"biglm",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.3.1"
"LearnBayes","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","2.15.1",NA,NA,NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.3.0"
"lfe","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","2.9-0",NA,"R (>= 2.15.2), Matrix (>= 1.1-2)","Formula, xtable, compiler, utils, methods, sandwich, parallel",NA,"knitr, digest, igraph, plm, cubature (>= 2.0.3), numDeriv,
data.table, alpaca, testthat",NA,"Artistic-2.0",NA,NA,NA,NA,"yes","4.3.1"
"libcoin","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","1.0-9",NA,"R (>= 3.4.0)","stats, mvtnorm","mvtnorm","coin",NA,"GPL-2",NA,NA,NA,NA,"yes","4.3.1"
"lifecycle","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","1.0.3",NA,"R (>= 3.4)","cli (>= 3.4.0), glue, rlang (>= 1.0.6)",NA,"covr, crayon, knitr, lintr, rmarkdown, testthat (>= 3.0.1),
tibble, tidyverse, tools, vctrs, withr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.1"
"lintr","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","3.1.0",NA,"R (>= 3.5)","backports, codetools, cyclocomp, digest, glue, knitr, rex,
stats, utils, xml2 (>= 1.0.0), xmlparsedata (>= 1.0.5)",NA,"bookdown, crayon, httr (>= 1.2.1), jsonlite, mockery,
patrick, rlang, rmarkdown, rstudioapi (>= 0.2), testthat (>=
3.1.5), tibble, tufte, withr (>= 2.5.0)","data.table","MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.1"
"listenv","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","0.9.0",NA,"R (>= 3.1.2)",NA,NA,"R.utils, R.rsp, markdown",NA,"LGPL (>= 2.1)",NA,NA,NA,NA,"no","4.3.1"
"listviewer","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","3.0.0",NA,NA,"htmltools, htmlwidgets, shiny",NA,"jsonlite, miniUI, rstudioapi","reactR","MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.1"
"lm.beta","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","1.7-2",NA,NA,"xtable",NA,"knitr",NA,"GPL (>= 3)",NA,NA,NA,NA,"no","4.3.1"
"lme4","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","1.1-34",NA,"R (>= 3.5.0), Matrix (>= 1.2-1), methods, stats","graphics, grid, splines, utils, parallel, MASS, lattice, boot,
nlme (>= 3.1-123), minqa (>= 1.1.15), nloptr (>= 1.0.4)","Rcpp (>= 0.10.5), RcppEigen","knitr, rmarkdown, MEMSS, testthat (>= 0.8.1), ggplot2,
mlmRev, optimx (>= 2013.8.6), gamm4, pbkrtest, HSAUR3,
numDeriv, car, dfoptim, mgcv, statmod, rr2, semEff, tibble,
merDeriv",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.3.1"
"lmodel2","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","1.7-3",NA,"R (>= 2.14.0)",NA,NA,NA,NA,"GPL-2",NA,NA,NA,NA,"no","4.3.0"
"lmtest","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","0.9-40",NA,"R (>= 3.0.0), stats, zoo","graphics",NA,"car, strucchange, sandwich, dynlm, stats4, survival, AER",NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"yes","4.3.1"
"lobstr","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","1.1.2",NA,"R (>= 3.2)","crayon, methods, prettyunits, rlang (>= 1.0.0)","cpp11 (>= 0.4.2)","covr, pillar, pkgdown, testthat (>= 3.0.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.3.1"
"logspline","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","2.1.20",NA,NA,"stats, graphics",NA,NA,NA,"Apache License 2.0",NA,NA,NA,NA,"yes","4.3.1"
"loo","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","2.6.0",NA,"R (>= 3.1.2)","checkmate, matrixStats (>= 0.52), parallel, stats",NA,"bayesplot (>= 1.7.0), brms (>= 2.10.0), ggplot2, graphics,
knitr, posterior, rmarkdown, rstan, rstanarm (>= 2.19.0),
rstantools, spdep, testthat (>= 2.1.0)",NA,"GPL (>= 3)",NA,NA,NA,NA,"no","4.3.1"
"lpSolve","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","5.6.18",NA,NA,NA,NA,NA,NA,"LGPL-2",NA,NA,NA,NA,"yes","4.3.0"
